NV001a	NV001b	NV002a	NV002b	NV003a	NV003b	NV004a	NV004b	NV005a	NV005b	NV006a	NV006b	NV007a	NV007b	NV008a	NV008b	NV009a	NV009b	NT010a	NT010b	NT011a	NT011b	NT012a	NT012b	NT013a	NT013b	NT014a	NT014b	NT015a	NT015b	NT016a	NT016b	NT017a	NT017b	NT018a	NT018b	NH019a	NH019b	NH020a	NH020b	NH021a	NH021b	NH022a	NH022b	NH023a	NH023b	NH024a	NH024b	NH025a	NH025b	NH026a	NH026b	VU027a	VU027b	VU028a	VU028b	VU029a	VU029b	VU030a	VU030b	VU031a	VU031b	VU032a	VU032b	VU033a	VU033b	VU034a	VU034b	VU035a	VU035b	VO036a	VO036b	VO037a	VO037b	VO038a	VO038b	VO039a	VO039b	VO040a	VO040b	VO041a	VO041b	VO042a	VO042b	VO043a	VO043b	VD044a	VD044b	VD045a	VD045b	VD046a	VD046b	VD047a	VD047b	VD048a	VD048b	VD049a	VD049b	VD050a	VD050b	VD051a	VD051b	VD052a	VD052b	EM053a	EM053b	EM054a	EM054b	EM055a	EM055b	EM056a	EM056b	EM057a	EM057b	EM058a	EM058b	EM059a	EM059b	EM060a	EM060b	EM061a	EM061b	ES062a	ES062b	ES063a	ES063b	ES064a	ES064b	ES065a	ES065b	ES066a	ES066b	ES067a	ES067b	ES068a	ES068b	ES069a	ES069b	ES070a	ES070b	EV071a	EV071b	EV072a	EV072b	EV073a	EV073b	EV074a	EV074b	EV075a	EV075b	EV076a	EV076b	EV077a	EV077b	EV078a	EV078b	SN079a	SN079b	SN080a	SN080b	SN081a	SN081b	SN082a	SN082b	SN083a	SN083b	SN084a	SN084b	SN085a	SN085b	SN086a	SN086b	SN087a	SN087b	SV088a	SV088b	SV089a	SV089b	SV090a	SV090b	SV091a	SV091b	SV092a	SV092b	SV093a	SV093b	SV094a	SV094b	SV095a	SV095b	SM096a	SM096b	SM097a	SM097b	SM098a	SM098b	SM099a	SM099b	SM100a	SM100b	SM101a	SM101b	SM102a	SM102b	SM103a	SM103b	SM104a	SM104b	FF105a	FF105b	FF106a	FF106b	FF107a	FF107b	FF108a	FF108b	FF109a	FF109b	FF110a	FF110b	FF111a	FF111b	FF112a	FF112b	FL113a	FL113b	FL114a	FL114b	FL115a	FL115b	FL116a	FL116b	FL117a	FL117b	FL118a	FL118b	FL119a	FL119b	FL120a	FL120b	FM121a	FM121b	FM122a	FM122b	FM123a	FM123b	FM124a	FM124b	FM125a	FM125b	FM126a	FM126b	FM127a	FM127b	FM128a	FM128b	FM129a	FM129b	FM130a	FM130b	OTU_ID	pident	kingdom	phylum	class	order	family	genus	species	alternatives	redundancy
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0ae7a2d642fe2fbb929126f29c75ea5f3014306d	96.178	Metazoa	Arthropoda	Insecta	Diptera	Chloropidae	Thaumatomyia	unmatched_Thaumatomyia_sp	Thaumatomyia notata, 1, 96.178	2
0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0b08604108b75b2790a7d288150806f2df6f4c11	91.72	Metazoa	Arthropoda	Insecta	Diptera	Sciaridae		unmatched__sp	Sciaridae sp. BOLD:ACI6468, 1, 91.720, Leptosciarella sp. BOLD-2016, 1, 91.083, Sciaridae sp. BOLD-2016, 1, 91.083, Sciaridae sp. BOLD:ACC7518, 1, 91.083, Sciaridae sp. BOLD:ACC7518, 4, 91.026	3076
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0b13eb73f9c361554771e5a0486333bd1c86ff4e	90.323	Metazoa	Arthropoda	Insecta	Diptera			unmatched__sp	Diptera sp. hongheHap_108, 1, 90.323	3076
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0b763e320511e688a5df707ba9778f3a65bdaafe	100	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Pollenia	Pollenia pediculata	Pollenia pediculata, 32, 100.000, Calliphoridae sp. BOLD-2016,  2, 100.000, Pollenia pediculata,  6,  99.363	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0ba80fbfeb529f585d741964bcfffe4ed8a182cb	99.363	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus sp. TE11	Chironomus sp. TE11, 33, 99.363, Chironomidae sp. BOLD:AAB4581,  3, 99.363, Chironomus sp. BOLD:AAB4581,  1, 99.363	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0bb77fb378be5344b45bc398c40404f7388581fd	100	Metazoa	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Gelechia	Gelechia sororculella	Gelechia sororculella, 1, 100	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0bfe24311248423746ae6ef280c29eea91aabd20	100	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila testacea	Drosophila testacea, 1, 100	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0c0bff464821ef78501700c677c60fff34825c49	85.517	Metazoa	Arthropoda	Insecta	Hemiptera	Aphrophoridae	unmatched	unmatched_Aphrophoridae_sp	Cephisus siccifolius, 1, 85.517	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0c11d99f58c36f3ae37dbc9f43148ed140983440	99.363	Metazoa	Arthropoda	Insecta	Trichoptera	Leptoceridae	Erotesis	Erotesis baltica	Erotesis baltica, 3, 99.363	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	140	0	0	0c2943eb8ce6eaf535e924960fbf40c09ae2a6d2	99.363	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila geniculea	Agriphila geniculea, 2, 99.363	45
0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0c48340c6c08da650e5e75b0a779ca6b1afb9267	99.363	Metazoa	Arthropoda	Insecta	Diptera	Sciaridae	Corynoptera	Corynoptera tetrachaeta	Corynoptera tetrachaeta, 1, 99.363, Corynoptera tetrachaeta, 1, 98.726	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0c7c1146053eb4d43b43f5cae6a33f6ace988367	94.268	Metazoa	Arthropoda	Insecta	Diptera	Cecidomyiidae		unmatched__sp	Cecidomyiidae sp. BOLD:AAV5323, 1, 94.268, Diptera sp. BOLD:ACD1694, 1, 94.268, Cecidomyiidae sp. BOLD:ACV6040, 1, 93.671, Ozirhincus hungaricus, 4, 93.631, Cecidomyiidae sp. BOLD-2016, 1, 93.631, Cecidomyiidae sp. BOLD:AAV5323, 1, 93.631, Cecidomyiidae sp. BOLD:AAV5562, 1, 93.590	3076
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0c7d2f18e1170f1ea73a8724614d9b16d6f61b4d	100	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Euplexia	Euplexia lucipara	Euplexia lucipara, 4, 100	1
0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0c834dd87ad7a9b454ca6c4dcb7b74e193fe2694	96.774	Metazoa	Arthropoda	Insecta	Diptera	Cecidomyiidae		unmatched__sp	Cecidomyiidae sp. BOLD:AAZ0284,  1, 96.774, Cecidomyiidae sp. BOLD-2016, 18, 96.129, Cecidomyiidae sp. BOLD-2016,  4, 95.541	3076
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0cbcad6ba4e96c6755a0efbffbd655688c2be8f5	96.815	Metazoa	Arthropoda	Insecta	Diptera	Fanniidae		unmatched__sp	Fanniidae sp. BOLD:ACF8801, 18, 96.815, Fanniidae sp. BOLD-2016,  5, 96.815, Fanniidae sp. BOLD-2016,  1, 96.178	3076
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0cf7703c759b68e76a9e694c2adaa92a90210b31	95.96	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Impatiophila	unmatched_Impatiophila_sp	Impatiophila medivittata, 1, 95.960, Limoniinae sp. BOLD:ABZ1300, 2, 95.000, Metalimnobia sp. BOLD:ACK4691, 1, 95.000, Stegana jianqinae, 1, 95.000, Diastata sp. BOLD:ACD3794, 3, 94.949, Limonia sp. BOLD:AAJ2208, 2, 94.949, Chloropidae sp. BOLD-2016, 1, 94.949, Diastata sp. BOLD:ACN8798, 1, 94.949, Diastata sp. BOLD:AAI6322, 1, 94.949, Diastatidae sp. BOLD:ACN8798, 1, 94.949, Metalimnobia immatura, 1, 94.949, Sarcophaga australis, 1, 94.949, Sarcophaga australis, 1, 94.898, Limoniinae sp. BOLD:ABZ1300, 3, 94.000, Limoniinae sp. SSEIA8591-13, 1, 94.000	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0cf7f5b4dfaee094cf9b4adc02085c0fb67e2eb0	100	Metazoa	Arthropoda	Insecta	Diptera	Sarcophagidae	Sarcophaga	Sarcophaga sexpunctata	Sarcophaga sexpunctata, 3, 100.000, Sarcophaga sexpunctata, 5,  99.363, Sarcophagidae sp. BOLD:AAH7150, 1,  99.363	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0d0369709ad82d66cae0ba18e95f987550b34df9	96.667	Metazoa	Arthropoda	Insecta	Mecoptera	Panorpidae	Panorpa	unmatched_Panorpa_sp	Panorpa sp. Sus1c, 1, 96.667	38
